Precinct,Violation,Law,CY2007,CY2008,CY2009,CY2010,CY2011,CY2012,CY2013,CY2014,CY2015,CY2016,2017 YTD 03-31
28,FAIL TO SECURE WORKERS COMPENSATION INSURANCE,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
28,FAIL TO YIELD AT LEFT TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
28,FAIL TO YIELD FOR EMERGENCY VEHICLE,VTL,0,1,0,0,2,0,0,0,0,0,0
28,FAILED TO DISPLAY BARBER LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
28,FAILURE TO COMPLY WITH SIGN,Park Regs,11,110,124,19,20,17,31,18,11,3,0
28,FAILURE TO SURRENDER LICENSE OR REGISTRATION,VTL,2,0,3,0,1,0,0,0,0,0,0
28,FAILURE TO YIELD AT INTERSECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
28,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,Traffic Regs,1,0,4,4,3,1,0,0,0,0,0
28,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,NYS Transportation,0,0,0,0,0,0,5,0,53,0,0
28,FIRE HYDRANT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,FIRE WITHOUT PERMIT,Park Regs,0,0,1,1,0,0,0,0,0,0,0
28,FIREWORKS,Administrative Code,2,0,2,0,0,0,0,0,0,0,0
28,FIREWORKS- POSSESS/USE,Penal Law,2,0,1,5,6,1,0,2,6,4,0
28,FOLLOWING TOO CLOSELY,VTL,0,0,0,0,0,0,0,0,0,0,0
28,FOOD PROTECTION/STORAGE/TRANSPORTATION,Sanitary Code (NYS),0,0,0,0,0,0,0,0,1,0,0
28,FOR SALE SIGN DISPLAYED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,GRAFFITI,Administrative Code,4,0,1,0,3,3,2,2,0,0,0
28,HARASSMENT 2,Penal Law,8,2,7,5,2,2,4,2,4,0,1
28,HAZING 2,Penal Law,0,0,0,0,0,0,0,0,0,0,0
28,HIGHWAY USE TAX (NEW YORK STATE),Tax Law,0,1,1,0,1,1,0,0,2,0,0
28,IDLING OF VEHICLE,Administrative Code,0,3,6,2,2,10,3,10,8,6,0
28,ILLEGAL BOTTLE CLUB,ABC,0,0,1,1,0,0,0,0,0,0,0
28,IMITATION PISTOL/AIR RIFLE- POSSESSION OF,Administrative Code,0,0,1,0,0,0,0,3,0,0,0
28,IMPROPER DISPLAY REG. STKR.,Traffic Regs,0,0,0,0,0,1,0,0,0,0,0
28,IMPROPER ENTRANCE/EXIT,Transit Regs,1,0,0,0,0,0,0,0,0,0,0
28,IMPROPER PLATES,VTL,0,0,1,0,0,0,0,0,0,0,0
28,IMPROPER REGISTRATION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,IMPROPER STICKER,VTL,0,0,0,0,0,0,0,0,0,0,0
28,IMPROPER TURN,VTL,0,0,0,1,0,0,0,0,0,0,0
28,IN PUBLIC UNDER DRUGS,Penal Law,3,0,0,0,1,2,0,0,0,0,0
28,INADEQUATE MOTOR VEHICLE EQUIPMENT,VTL,1,0,0,2,1,1,2,1,0,0,0
28,INDETERMINABLE,Indeterminable,44,7,35,10,19,102,11,1,6,1,2
28,INSPECTION STICKER (MISSING/EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,INSPECTION STICKER (MUTILATED/COUNTERFEIT),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,INSURANCE STAMP EXPIRED,Administrative Code,3,0,2,5,6,0,1,1,0,0,1
28,INTERSECTION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,INVALID PROOF OF INSURANCE,VTL,0,0,2,0,2,0,1,1,0,0,0
28,JAYWALKING,Traffic Regs,46,44,40,14,8,6,5,8,0,2,0
28,KEY IN IGNITION,Administrative Code,0,0,4,4,1,8,2,6,2,1,0
28,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,15,10,7,7,10,15,3,2,2,7,4
28,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,0,0,0,0,0,0,0,0,0,1,0
28,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,VTL,17,2,0,0,0,2,0,1,4,4,0
28,LITTERING,Administrative Code,99,75,117,49,56,43,67,62,43,20,3
28,,Health Code,55,35,35,34,25,46,16,9,14,12,0
28,LITTERNG,Park Regs,2,1,4,0,0,3,0,0,1,0,0
28,LOITERING (BEGGING),Penal Law,5,1,2,0,0,0,0,0,0,0,0
28,LOITERING (GAMBLING),Penal Law,149,91,16,60,30,8,41,20,23,19,2
28,LOITERING (MASKED/DISGUISE),Penal Law,0,0,0,0,0,0,0,0,0,0,0
28,LOITERING (SCHOOL),Penal Law,4,0,0,0,4,1,0,0,0,0,0
28,LOITERING (SEXUAL CONDUCT),Penal Law,1,0,0,0,0,0,0,0,0,0,0
28,LOITERING (TRANSPORTATION FACILITY),Penal Law,0,0,0,0,0,0,3,0,0,0,0
28,LOITERING (TRANSPORTATION FACILITY/SLEEPING),Penal Law,5,0,0,0,0,0,0,0,0,0,0
28,LOITERING (UNCLASSIFIED),Penal Law,6,0,0,0,0,0,0,0,0,0,0
28,MARIJUANA- POSSESSION OF,Penal Law,82,47,59,63,50,59,104,87,183,127,33
28,METER (BROKEN),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,METER (EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,MISSING EQUIPMENT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,MISSING/IMPROPER PLATES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,MISUSE OF DEALER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
28,MOTORCYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
28,MOTORCYCLE HELMET REQUIRED,VTL,0,0,0,0,1,0,0,0,0,0,0
28,NO BARBERS LICENSE,General Business Law,0,0,0,0,0,0,8,0,0,0,0
28,NO BUSINESS CERTIFICATE,General Business Law,2,5,1,2,0,0,0,0,0,0,0
28,NO CERTIFICATE OF AUTHORITY,Tax Law,371,224,250,353,131,69,33,5,9,1,0
28,NO CHAUFFEURS LICENSE (CLASS E),Administrative Code,11,6,17,27,45,37,2,4,4,2,0
28,NO MATCH PLATE/STICKER,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,NO MEDALLION,Administrative Code,0,0,0,1,0,3,0,0,0,0,0
28,NO PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,NO PARKING (EXCEPT AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,NO PARKING (STREET CLEANING),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,NO POSTING WORKERS COMP INS,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
28,NO PREGNANCY WARNING SIGN,ABC,0,0,0,1,0,0,0,0,0,1,0
28,NO SECURITY GUARD LICENSE,General Business Law,0,0,0,3,2,0,0,0,2,5,0
28,NO SMOKING SIGNS NOT POSTED,Health Code,9,3,22,8,3,0,0,0,0,1,0
28,NO STANDING,Traffic Regs,0,0,0,0,0,5,0,0,0,0,0
28,NO STANDING (AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,NO STANDING (BUS LANE),Traffic Regs,0,0,0,0,0,2,1,0,0,0,0
28,NO STANDING (BUS STOP),Traffic Regs,0,0,0,0,0,3,0,2,0,0,0
28,NO TAX STAMP,Administrative Code,7,0,22,6,3,24,11,2,8,0,0
28,NO TRIP SHEET,Administrative Code,7,0,69,121,118,37,12,9,12,3,0
28,NO VENDING MACHINE DISCLOSURE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
28,NOISE (ANIMIAL),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
28,NOISE (DEVICE),Administrative Code,23,17,17,3,7,23,3,0,0,1,0
28,NOISE (HORN/ALARM),Administrative Code,2,0,5,9,3,10,2,1,1,0,0
28,NOISE (UNREASONABLE),Administrative Code,30,29,79,18,75,81,16,10,21,8,0
28,NON PAYMENT OF FARE (BUS),Transit Regs,1,0,0,0,0,1,0,0,0,0,0
28,NON PAYMENT OF FARE (OTHER),Transit Regs,0,0,0,0,0,0,0,0,1,0,0
28,OBSTRUCTED VIEW,VTL,0,0,0,0,0,9,1,0,0,0,0
28,OBSTRUCTED VIEW OF PREMISE,ABC,0,0,0,1,0,0,0,0,0,0,0
28,OBSTRUCTING DRIVEWAY,Traffic Regs,0,0,0,0,0,2,0,0,0,0,0
28,OBSTRUCTING TRAFFIC,Traffic Regs,3,0,2,5,1,117,4,1,0,0,0
28,OFFENSIVE EXHIBITION,Penal Law,1,0,1,0,0,0,0,0,0,0,0
28,ONE WAY STREET,VTL,0,0,0,0,0,0,0,0,0,0,0
28,OPEN FIRE,Administrative Code,1,1,0,7,3,0,0,0,0,0,0
28,OPEN HYDRANT,Administrative Code,0,0,3,0,0,1,1,0,0,0,0
28,OTHER ADMINISTRATIVE CODE,Administrative Code,240,223,320,240,454,202,59,75,52,23,5
28,OTHER AGRICULTURE & MARKETS LAW,Agriculture & Markets Law,0,0,0,0,0,0,1,0,0,0,0
28,OTHER ALCOHOL BEVERAGE CONTROL LAWS,ABC,1,0,6,1,8,1,1,0,0,2,0
28,OTHER ARTS AND CULTURAL AFFAIRS,ACA,0,0,0,0,0,0,0,0,0,0,0
28,OTHER BUSINESS LAW,General Business Law,1,1,0,0,0,0,0,0,0,0,0
28,OTHER ENVIRONMENTAL CONSERVATION LAW,Environmental Conservation Law,0,0,0,0,0,0,0,2,0,0,0
28,OTHER HEALTH CODE,Health Code,21,4,18,9,6,19,14,27,25,1,4
28,OTHER MULTIPLE DWELLING,Multiple Dwelling,0,0,0,0,1,1,0,0,0,0,0
28,OTHER NAVIGATION LAW,Navigation Law,0,0,0,0,0,0,0,0,0,0,0
28,OTHER NEW YORK STATE EDUCATION LAW,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
28,OTHER NYS TRANSPORTATION,NYS Transportation,1,10,14,17,33,13,11,20,2,0,0
28,OTHER NYS WORK COMPENSATION,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
28,OTHER PARK REGULATIONS,Park Regs,48,56,30,7,5,5,11,5,2,0,0
28,OTHER PENAL LAW,Penal Law,28,6,20,11,9,31,16,3,7,3,1
28,OTHER SANITARY CODE,Sanitary Code (NYS),0,0,0,0,0,0,0,0,3,1,0
28,OTHER TAX LAW,Tax Law,18,5,16,35,5,5,2,5,7,1,0
28,OTHER TAXI LIMOUSINE COMMISSION,TLC,20,0,9,5,8,68,12,7,16,1,0
28,OTHER TRAFFIC REGULATIONS,Traffic Regs,28,25,33,6,54,50,6,25,6,0,0
28,OTHER TRANSIT REGULATIONS,Transit Regs,0,1,8,2,0,2,0,0,2,3,2
28,OTHER VEHICLE TRAFFIC LAW,VTL,52,38,57,24,66,39,27,31,7,7,2
28,OVERWEIGHT (VEHICLE),VTL,0,0,0,0,0,0,0,0,0,0,0
28,PANHANDLING,Administrative Code,2,0,0,0,0,9,6,3,0,0,1
28,PARK ON SIDEWALK,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),Park Regs,64,40,22,35,24,14,21,33,7,4,0
28,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,Traffic Regs,2,0,1,1,0,0,0,0,0,0,0
28,PASSING ON LEFT,VTL,0,0,0,0,0,0,0,0,0,0,0
28,PASSING ON RIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
28,PAVEMENT MARKING (DISOBEY),VTL,2,0,0,0,0,0,0,0,0,0,0
28,PICK UP FROM BUS STOP,Tax Law,0,0,0,0,1,0,1,27,23,9,3
28,PICK UP HAIL IN BUS STOP,Administrative Code,5,0,6,9,10,31,6,7,9,14,1
28,PICK-UP FARE IN BUS STOP,VTL,0,0,1,4,1,15,10,17,7,2,0
28,POLICE RADIO OR EQUIPMENT,TLC,0,0,0,0,0,2,0,0,0,0,0
28,POSSESSION OF KNIFE,Administrative Code,13,6,5,5,1,3,9,4,4,1,0
28,POSSESSION OF MACE,Administrative Code,0,0,1,1,3,0,1,1,2,1,0
28,PRACTICE OF BARBERING WITHOUT A LICENSE,General Business Law,0,10,0,0,0,0,0,0,0,0,0
28,PROMOTING EXPOSURE,Penal Law,1,1,0,0,0,0,0,0,0,0,0
28,RECKLESS DRIVING,VTL,94,68,88,160,255,145,111,71,47,43,11
28,RED LIGHT (DISOBEY),VTL,1,1,0,0,0,0,1,0,0,0,0
28,REGISTRATION STICKER MISSING/EXPIRED,Traffic Regs,0,0,1,0,0,0,0,0,0,0,0
28,REVOKED REGISTRATION,VTL,16,11,1,0,2,4,3,6,5,18,0
28,RIDING IN OTHER THAN PASSENGER COMPARTMENT,VTL,0,0,0,0,0,0,0,0,0,0,0
28,RIFLE- SHOTGUN- AMMO SALE OR PURCHASE,Administrative Code,0,0,0,0,1,0,1,0,0,0,0
28,SAFETY BELT (ADULT),VTL,0,0,0,0,0,0,0,0,0,0,0
28,SAFETY BELT (CHILD),VTL,0,0,0,0,0,0,0,0,0,0,0
28,SAFETY BELT (NO CHILD SEAT),VTL,0,0,0,0,0,0,0,0,0,0,0
28,SAFETY ZONE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,SAFETY ZONE DIRECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
28,SALE OF ALCOHOL TO A MINOR,ABC,1,1,5,0,2,3,1,1,2,3,0
28,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,ABC,7,11,12,5,8,3,4,1,0,2,0
28,SCHOOL BUS- PASSING STOPPED,VTL,0,0,0,0,0,0,0,0,0,0,0
28,SEX IN PARK,Park Regs,0,0,0,0,2,0,0,0,0,0,0
28,SMOKING,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
28,SMOKING IN ELEVATOR,Health Code,20,7,44,5,4,3,3,0,0,0,1
28,SMOKING IN TRAIN STATION,Transit Regs,4,0,0,0,0,0,0,0,0,1,0
28,SOUND REPRODUCTION DEVICE-NO PERMIT,Administrative Code,22,4,8,3,3,7,1,0,0,0,0
28,SPEEDING,Traffic Regs,0,0,0,0,0,2,0,0,0,0,0
28,SPITTING IN PUBLIC,Health Code,53,34,47,23,20,29,23,15,4,3,1
28,STOP SIGN,VTL,0,0,0,0,0,0,0,0,0,0,0
28,STORAGE 24HR COMMERICAL VEHICLES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,TAKE OFFS AND LANDING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
28,TAXI-NO METER,Administrative Code,0,0,0,0,1,0,0,0,0,0,0
28,TICKET SPECULATION,ACA,0,0,0,0,0,0,0,0,0,0,0
28,TOW TRUCK VIOLATIONS (OTHER),Administrative Code,0,0,0,0,0,3,0,0,0,0,0
28,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,Administrative Code,0,0,0,0,0,1,0,0,0,0,0
28,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
28,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
28,TRESPASS,Penal Law,352,209,277,205,177,138,92,116,53,29,16
28,TRUANCY,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
28,U-TURN,Traffic Regs,0,0,0,1,22,24,3,0,0,0,0
28,UNATTENDED VEHICLE (ENGINE RUNNING),VTL,0,0,0,0,0,1,0,0,2,0,0
28,UNAUTHORIZED COLOR (TAXI YELLOW),Administrative Code,0,1,0,0,1,1,0,0,0,0,0
28,UNAUTHORIZED POSTING,Administrative Code,3,1,0,0,0,2,1,0,0,0,0
28,UNAUTHORIZED RADIO,Administrative Code,0,0,4,0,2,8,0,0,0,0,0
28,UNAUTHORIZED SIGNS (TAXI- CAR SERVICE),Administrative Code,0,0,4,1,87,37,8,2,2,3,1
28,UNAUTHORIZED TAXI FOR HIRE,TLC,5,0,0,0,0,10,11,4,3,10,1
28,UNAUTHORIZED USE OF POLICE INSIGNIA,VTL,0,0,0,0,0,0,0,0,0,0,0
28,UNDERAGE DRINKING,ABC,19,8,6,1,0,4,1,0,1,0,0
28,UNINSPECTED VEHICLE,VTL,0,1,0,0,0,0,0,0,0,0,0
28,UNINSURED VEHICLE,VTL,19,16,53,2,103,15,4,0,1,0,0
28,UNINSURED VEHICLES FOR HIRE,VTL,1,1,9,6,11,5,0,0,0,0,0
28,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
28,UNLAWFULLY POSTING ADVERTISEMENTS,Penal Law,2,1,1,0,0,1,0,0,0,0,0
28,UNLICENSED CABARET,ABC,0,0,0,0,0,0,0,0,0,0,0
28,UNLICENSED OPERATOR,VTL,4,2,2,0,3,3,1,0,2,0,0
28,UNLICENSED SALE OF ALCOHOL,ABC,0,1,6,0,0,1,0,0,0,3,0
28,UNLICENSED VEHICLE FOR HIRE,Administrative Code,30,21,47,74,166,92,19,10,19,15,3
28,UNREASONABLE  SPEED,VTL,0,0,0,0,0,0,0,0,0,0,0
28,UNREGISTERED VEHICLE,VTL,9,9,10,0,7,7,6,3,4,1,0
28,UNSAFE LANE CHANGE,VTL,1,0,0,0,0,0,0,0,0,0,0
28,UNSAFELY BACKING,Traffic Regs,0,0,1,0,0,0,0,0,0,0,0
28,URINATE/DEFICATE IN PARK,Park Regs,1,0,1,0,0,0,2,1,0,0,0
28,URINATING IN PUBLIC,Administrative Code,42,48,58,28,65,43,111,172,178,105,26
28,,Health Code,257,197,164,153,129,164,119,101,79,71,3
28,VEHICLE IN PARK,Park Regs,0,2,0,0,0,0,1,0,0,0,0
28,VENDING ON PARKING METER,Administrative Code,0,3,7,8,0,7,0,1,1,0,0
28,VENDING: NO TAX STAMP,Administrative Code,65,14,28,9,25,13,7,3,0,1,0
28,VENDOR: (OTHER),Administrative Code,0,0,143,51,115,149,13,10,0,0,6
28,VENDOR: BEYOND MARKET SPACE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
28,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,Administrative Code,89,88,134,52,9,77,5,1,0,2,0
28,VENDOR: FAIL TO DISPLAY PERMIT,Administrative Code,0,0,115,54,17,37,1,1,1,0,1
28,VENDOR: FAIL TO DISPLAY PRICES,Administrative Code,0,0,9,14,1,39,3,0,0,0,1
28,VENDOR: OVERSIZE TABLE,Administrative Code,0,0,79,21,31,96,16,1,0,0,0
28,VENDOR: UNLICENSED,Administrative Code,535,258,515,482,638,268,213,8,16,18,4
28,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,Administrative Code,0,0,123,201,207,260,39,2,0,0,4
28,VIOLATE LEARNERS PERMIT,VTL,0,0,0,0,0,0,0,0,0,0,0
28,VIOLATE RESTRICTED USE LICENSE,VTL,0,0,0,0,1,0,0,0,0,0,0
28,WINDSHIELD WASHERS,Traffic Regs,2,0,0,0,0,0,0,0,0,0,0
28,WRONG WAY,Traffic Regs,0,0,1,0,0,0,0,0,0,0,0
28,Total(Violation),,7659,5832,6987,6209,6276,5766,3337,2468,2532,1657,291
30,ACCEPT ON HAIL,Administrative Code,39,6,29,54,124,32,25,13,5,0,3
30,AFTER HOURS CONSUMPTION,ABC,0,0,3,2,0,0,0,0,0,1,0
30,AGGRAVATED UNLICENSED OPERATOR,VTL,0,0,2,0,0,0,5,0,0,0,0
30,ANGLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,BARE HAND CONTACT (FOOD),Health Code,0,0,3,6,0,1,1,0,0,0,0
30,BICYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
30,BICYCLE INFRACTION (COMMERCIAL),Administrative Code,2,1,1,2,2,0,0,0,0,0,0
30,BICYCLE NO BELL,VTL,0,0,0,0,0,0,0,0,0,0,0
30,BICYCLE NO BRAKES,VTL,0,0,0,0,0,0,0,0,0,0,0
30,BICYCLE NO LIGHTS,VTL,0,0,0,0,0,0,0,0,0,0,0
30,BICYCLE NO REFLECTOR VEST,VTL,0,0,0,0,1,0,0,0,0,0,0
30,BICYCLE NO SAFETY HELMET,VTL,0,0,0,0,3,0,2,0,0,0,0
30,BICYCLE ON SIDEWALK,Administrative Code,41,7,72,99,79,83,134,24,9,3,1
30,BIKE IN PARK,Park Regs,0,0,0,0,0,0,0,1,1,4,0
30,BOX CUTTER,Administrative Code,4,3,2,4,2,5,3,0,4,3,0
30,BROKEN WINDSHIELD,VTL,1,0,0,0,0,0,0,0,0,0,0
30,COMMERCIAL VEHICLE PARKED OVERNIGHT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,Administrative Code,1,0,23,1,0,1,0,1,0,0,1
30,CONSUMPTION OF ALCOHOL,Administrative Code,2819,1274,3292,1711,2506,2159,2462,1993,1237,657,120
30,CONSUMPTION OF ALCOHOL IN PARK,Park Regs,9,4,10,19,6,6,6,4,4,78,0
30,CONSUMPTION OF ALCOHOL IN VEHICLE,VTL,0,0,3,2,0,0,2,1,0,2,0
30,CROSSED DOUBLE YELLOW TO PASS,VTL,1,0,0,0,0,0,0,0,0,0,0
30,CROSSWALK,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,CRUISING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,CRUISING PROHIBITED - MEDALLION,Administrative Code,2,1,7,1,1,0,1,1,2,0,1
30,DEFECTIVE BREAKLIGHT,VTL,1,0,0,0,0,0,0,0,0,0,0
30,DEFECTIVE HEADLIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
30,DEFECTIVE REFLECTOR,VTL,0,0,0,0,0,0,0,0,0,0,0
30,DISOBEY TRANSIT SIGN,Transit Regs,0,0,0,0,0,0,0,0,0,2,0
30,DISORDERLY CONDUCT,Penal Law,1982,1037,1768,1178,1819,1088,1054,528,464,264,36
30,DISORDERLY PERSON IN PARK,Park Regs,3,1,5,7,2,2,1,3,5,0,0
30,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,ABC,6,1,1,4,5,5,5,2,0,3,1
30,DOG IN PARK,Park Regs,0,0,0,1,2,0,0,0,2,0,0
30,DOG: FAILURE TO REMOVE CANINE WASTE,Health Code,1,0,2,1,1,0,1,1,0,1,0
30,DOG: NO VACCINATION,Health Code,0,1,0,0,5,0,0,0,0,0,0
30,DOG: UNLEASHED,Health Code,2,0,4,3,8,4,5,6,2,0,0
30,DOG: UNLICENSED,Health Code,3,1,2,13,8,1,3,1,0,0,0
30,DOING BUS WITH OTHER NAME,General Business Law,0,0,0,0,0,0,0,0,0,0,0
30,DOUBLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,DRIVE ON SIDEWALK,VTL,0,0,0,0,0,0,0,0,0,0,0
30,DRIVE THRU BARRIER,VTL,0,0,0,0,0,0,0,0,0,0,0
30,DUMPING,Administrative Code,0,0,1,0,0,0,0,0,0,1,1
30,EXCAVATION (VEHICLE OBSTRUCTING TRAFFIC),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,EXPOSURE OF PERSON,Penal Law,7,5,17,15,9,8,12,2,2,3,0
30,FAIL TO COMPLY WITH ORDER,VTL,0,0,0,0,1,0,0,0,0,0,0
30,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,Administrative Code,8,4,13,81,85,5,12,5,0,0,1
30,FAIL TO SECURE WORKERS COMPENSATION INSURANCE,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
30,FAIL TO YIELD AT LEFT TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
30,FAIL TO YIELD FOR EMERGENCY VEHICLE,VTL,0,1,1,0,0,1,0,0,0,0,0
30,FAILED TO DISPLAY BARBER LICENSE,General Business Law,0,0,0,0,2,1,3,0,2,3,0
30,FAILURE TO COMPLY WITH SIGN,Park Regs,12,35,194,142,86,90,328,143,27,2,5
30,FAILURE TO SURRENDER LICENSE OR REGISTRATION,VTL,0,0,0,1,0,0,1,0,0,0,0
30,FAILURE TO YIELD AT INTERSECTION,VTL,0,0,0,0,0,0,0,0,0,0,2
30,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,Traffic Regs,0,0,0,3,0,0,0,1,1,0,0
30,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,NYS Transportation,0,0,1,0,0,0,10,0,30,0,0
30,FIRE HYDRANT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,FIRE WITHOUT PERMIT,Park Regs,0,0,0,0,1,0,1,9,3,2,0
30,FIREWORKS,Administrative Code,1,2,2,11,5,8,6,0,1,0,0
30,FIREWORKS- POSSESS/USE,Penal Law,1,5,9,0,11,0,1,5,4,0,0
30,FOLLOWING TOO CLOSELY,VTL,0,0,0,0,0,0,0,0,0,0,0
30,FOOD PROTECTION/STORAGE/TRANSPORTATION,Sanitary Code (NYS),0,0,0,0,0,0,0,0,0,0,0
30,FOR SALE SIGN DISPLAYED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,GRAFFITI,Administrative Code,0,0,1,0,2,0,0,6,0,0,0
30,HARASSMENT 2,Penal Law,1,3,4,2,4,4,5,3,1,0,0
30,HAZING 2,Penal Law,0,0,0,0,0,0,0,0,0,0,0
30,HIGHWAY USE TAX (NEW YORK STATE),Tax Law,0,2,0,2,1,1,1,0,0,0,0
30,IDLING OF VEHICLE,Administrative Code,5,0,18,13,7,8,5,26,16,36,4
30,ILLEGAL BOTTLE CLUB,ABC,0,0,0,2,4,3,6,1,0,0,0
30,IMITATION PISTOL/AIR RIFLE- POSSESSION OF,Administrative Code,0,0,1,0,2,1,2,1,0,0,0
30,IMPROPER DISPLAY REG. STKR.,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,IMPROPER ENTRANCE/EXIT,Transit Regs,0,0,0,0,0,0,0,0,0,0,0
30,IMPROPER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
30,IMPROPER REGISTRATION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,IMPROPER STICKER,VTL,1,0,0,0,0,0,0,0,0,0,0
30,IMPROPER TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
30,IN PUBLIC UNDER DRUGS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
30,INADEQUATE MOTOR VEHICLE EQUIPMENT,VTL,0,0,0,0,0,0,1,0,0,0,0
30,INDETERMINABLE,Indeterminable,49,0,54,13,12,23,31,30,18,11,1
30,INSPECTION STICKER (MISSING/EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,INSPECTION STICKER (MUTILATED/COUNTERFEIT),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,INSURANCE STAMP EXPIRED,Administrative Code,2,0,1,1,1,1,0,1,2,0,0
30,INTERSECTION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
30,INVALID PROOF OF INSURANCE,VTL,0,1,7,3,1,3,1,0,0,0,1
30,JAYWALKING,Traffic Regs,8,0,3,1,4,1,3,9,5,0,0
30,KEY IN IGNITION,Administrative Code,0,0,14,7,4,5,13,63,8,12,5
30,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,28,17,15,9,5,2,5,10,2,3,2
30,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,0,0,1,0,0,0,0,0,0,0,0
